@relation leaf
@attribute species                  numeric
@attribute specimen_number          numeric
@attribute eccentricity             numeric
@attribute aspect_radio             numeric
@attribute elogation                numeric
@attribute solidity                 numeric
@attribute stochatis_convexity      numeric
@attribute isoperimetic_factor      numeric
@attribute maximal_identation_de    numeric
@attribute lobedness                 numeric
@attribute average_intensity        numeric
@attribute average_contrast         numeric
@attribute smoothenss                  numeric
@attribute uniformity               numeric
@attribute third_moment         0.00027477 {0.00010051,0.00010143,0.00010258,0.00010284,0.00010402,0.00010441,0.00010648,0.00010673,0.00010798,0.00010856,0.00010983,0.00011284,0.00011748,0.00012091,0.00012121,0.00012137,0.00012196,0.00012452,0.00012469,0.00012558,0.0001265,0.00012751,0.00012813,0.00013103,0.00013111,0.00013116,0.00013143,0.00013299,0.00013606,0.00013855,0.00014425,0.00014676,0.0001478,0.0001485,0.00014852,0.00014929,0.00015231,0.00015394,0.00015454,0.00015488,0.00015525,0.00015762,0.00016093,0.00016113,0.00016133,0.00016162,0.00016174,0.00016275,0.00016304,0.00016376,0.00016513,0.00016583,0.00016644,0.00016657,0.00017007,0.00017021,0.00017096,0.00017545,0.0001769,0.00017873,0.00017937,0.00018341,0.00018533,0.00018734,0.00018923,0.00019037,0.00019057,0.0001939,0.00019465,0.00019854,0.00020084,0.00020166,0.00020215,0.00020354,0.00020409,0.00020433,0.00021043,0.00021044,0.00021407,0.00021426,0.00022058,0.00022206,0.00022842,0.00022964,0.00023404,0.00023865,0.00023873,0.00023883,0.00024345,0.00024357,0.00024528,0.00024731,0.00024816,0.0002503,0.00025039,0.00025558,0.00025614,0.00025642,0.00025724,0.00025802,0.00026309,0.00026357,0.00026442,0.00026454,0.00026812,0.00026934,0.00027091,0.00027502,0.00027608,0.00027729,0.00028371,0.00028398,0.00029366,0.00029619,0.00029878,0.0003005,0.00030237,0.00030246,0.0003061,0.00031192,0.0003128,0.00031351,0.00031405,0.00031494,0.00031804,0.00031921,0.00032134,0.00032166,0.00032291,0.00032702,0.00032855,0.00033322,0.00034348,0.0003469,0.00034846,0.0003532,0.00035728,0.00036093,0.00036142,0.00036426,0.00037204,0.00037216,0.00038216,0.00039644,0.00039957,0.0004049,0.00040634,0.00041076,0.00042099,0.00042353,0.00042441,0.00042459,0.0004265,0.00043085,0.00043953,0.00044001,0.00044188,0.00044425,0.00045288,0.00045928,0.00045984,0.00046097,0.00047378,0.00048306,0.00048437,0.00048839,0.00049125,0.00050106,0.00050824,0.00051238,0.00052757,0.00052855,0.00053019,0.000564,0.00056945,0.00057194,0.00057453,0.00058101,0.00059383,0.00059701,0.0006066,0.00061195,0.00061603,0.00062391,0.00062422,0.00063907,0.00064002,0.00064766,0.00065287,0.00065523,0.00066766,0.00066857,0.00067629,0.00067747,0.00067871,0.00068131,0.00069878,0.0007191,0.00072251,0.00072984,0.00073522,0.00074063,0.00074416,0.00074607,0.00074739,0.00077178,0.00078336,0.00078875,0.00080697,0.00080703,0.00082033,0.00084138,0.000843,0.00084487,0.00084762,0.00085264,0.00086835,0.00087888,0.00090962,0.00090977,0.0009264,0.00095661,0.00096593,0.00096699,0.0010116,0.0010143,0.001043,0.0010933,0.0010974,0.0011793,0.0011976,0.0012335,0.0012358,0.0012496,0.0012501,0.0012638,0.0012682,0.0013297,0.0013911,0.0014091,0.0014149,0.0014211,0.0014315,0.0014697,0.0015026,0.0015154,0.0015424,0.0015453,0.0016787,0.0018094,0.0018137,0.001837,0.0020084,0.0023476,0.0029358,1.1238e-05,1.2841e-05,1.2922e-05,1.3273e-05,1.4404e-05,1.5362e-05,1.5463e-05,1.6802e-05,1.7724e-05,1.8914e-05,2.2232e-05,2.3504e-05,2.4448e-05,2.4798e-05,2.5646e-05,2.6189e-05,2.8251e-05,2.9147e-05,2.9179e-05,2.9215e-05,2.9454e-05,2.9594e-05,3.1292e-05,3.1839e-05,3.1877e-05,3.2863e-05,3.4802e-05,3.6128e-05,3.6303e-05,3.6857e-05,3.7442e-05,3.7886e-05,3.792e-05,3.9298e-05,4.0071e-05,4.1495e-05,4.3787e-05,4.4371e-05,4.441e-05,4.4517e-05,4.4538e-05,4.4661e-05,4.5324e-05,4.6307e-05,4.6487e-05,4.8527e-05,4.9071e-05,5.0098e-05,5.0484e-05,5.1566e-05,5.2046e-05,5.216e-05,5.245e-05,5.5348e-05,5.6309e-05,6.4365e-05,6.468e-05,6.5828e-05,6.6272e-05,6.7833e-05,6.8766e-05,6.9241e-06,6.9318e-05,6.9367e-05,6.947e-05,7.0661e-05,7.1264e-05,7.1555e-05,7.2478e-05,7.3919e-05,7.4846e-05,7.6339e-05,8.3271e-05,8.4502e-05,8.6352e-05,8.7642e-06,8.791e-05,9.1642e-05,9.1646e-05,9.5565e-05,9.7882e-05,9.7883e-05,9.7934e-05}
@attribute 1.1756 numeric
@data
22,5,0.9,3.1,0.7,0.8,0.9,0.3,0.1,3.3,0.1,0.1,0,0,0.00025614,1.1
22,6,0.9,2.7,0.6,0.9,1,0.4,0.1,1.5,0,0.1,0,0,0.0003061,1
22,7,0.9,2.1,0.5,0.9,1,0.5,0,0.2,0,0.1,0,0,0.00010143,0.8
22,8,0.9,2.4,0.6,0.9,1,0.5,0,0.2,0,0.2,0,0,7.6339e-05,0.8
22,9,0.9,2.1,0.5,1,1,0.6,0,0.1,0,0.1,0,0,0.00010402,0.7
22,10,0.9,2,0.5,0.9,1,0.6,0,0.2,0,0.1,0,0,6.947e-05,0.6
22,11,1,3.8,0.7,0.8,0.9,0.3,0.1,3.8,0,0.1,0,0,4.4517e-05,0.5
22,12,0.9,2.9,0.7,0.9,1,0.5,0,0.2,0,0.1,0,0,4.8527e-05,0.5
23,1,0.6,1.2,0.3,0.9,1,0.6,0,0.1,0,0.1,0,0,1.2841e-05,0.4
23,2,0.6,1.2,0.3,0.9,1,0.6,0,0.1,0,0.1,0,0,2.4448e-05,0.4
23,3,0.6,1.2,0.5,0.9,0.9,0.5,0.1,1.7,0,0.1,0,0,2.5646e-05,0.4
23,4,0.5,1.2,0.4,0.9,0.9,0.5,0.1,0.7,0,0.1,0,0,6.7833e-05,0.6
23,5,0.6,1.2,0.5,0.9,0.8,0.4,0.1,1.4,0,0.1,0,0,0.00010673,0.7
23,6,0.6,1.2,0.5,0.9,0.9,0.5,0.1,1.6,0,0.1,0,0,4.9071e-05,0.5
23,7,0.6,1.1,0.3,0.9,0.9,0.6,0,0.3,0,0.1,0,0,0.00010441,0.5
23,8,0.5,1.1,0.3,0.9,1,0.6,0,0.1,0,0.1,0,0,3.1877e-05,0.3
23,9,0.6,1.2,0.4,0.9,1,0.5,0.1,0.6,0,0.1,0,0,7.1264e-05,0.4
23,10,0.6,1.2,0.5,0.9,0.9,0.4,0.1,1.1,0,0.1,0,0,3.1292e-05,0.5
23,11,0.7,1.2,0.4,0.9,0.9,0.6,0.1,0.9,0,0.1,0,0,2.2232e-05,0.3
24,1,0.6,1.5,0.4,1,1,0.7,0,0.1,0.1,0.1,0,0,0.0012496,1.4
24,2,0.6,1.3,0.3,1,1,0.8,0,0,0,0.1,0,0,0.00012751,0.6
24,3,0.4,1.2,0.2,1,1,0.8,0,0,0,0.1,0,0,0.00011748,0.7
24,4,0.6,1.4,0.3,1,1,0.8,0,0,0,0.1,0,0,0.00031351,0.9
24,5,0.6,1.5,0.3,1,1,0.7,0,0.1,0,0.1,0,0,0.00031921,0.8
24,6,0.6,1.3,0.3,1,1,0.7,0,0.1,0.1,0.1,0,0,0.0014697,1.6
24,7,0.4,1.2,0.2,1,1,0.8,0,0,0,0.1,0,0,0.00016174,0.7
24,8,0.7,1.5,0.3,1,1,0.8,0,0,0,0,0,0,3.6857e-05,0.3
24,9,0.1,1.1,0.2,1,1,0.8,0,0,0,0.1,0,0,0.0006066,1
24,10,0.5,1.3,0.3,1,1,0.8,0,0.1,0.1,0.1,0,0,0.0012358,1.2
24,11,0.5,1.2,0.2,1,1,0.8,0,0,0,0.1,0,0,0.0011976,1.3
24,12,0.4,1.1,0.2,1,1,0.7,0,0.1,0,0.1,0,0,0.00035728,0.9
24,13,0.6,1.5,0.3,1,1,0.8,0,0,0,0.1,0,0,0.00013299,0.5
25,1,0.7,1.5,0.4,0.9,1,0.6,0,0.4,0.1,0.2,0,0,0.001043,1.8
25,2,0.7,1.4,0.4,1,1,0.7,0,0.1,0.1,0.2,0.1,0,0.00044425,1.5
25,3,0.8,1.6,0.5,0.9,1,0.6,0,0.4,0.1,0.2,0,0,0.0007191,1.5
25,4,0.8,1.6,0.5,0.9,1,0.6,0,0.4,0.1,0.3,0.1,0,0.00074416,1.7
25,5,0.8,1.6,0.4,0.9,1,0.7,0,0.4,0.1,0.3,0.1,0,0.00063907,1.8
25,6,0.8,1.5,0.4,0.9,1,0.7,0,0.3,0.1,0.2,0.1,0,0.00066766,1.9
25,7,0.8,1.6,0.4,0.9,1,0.6,0.1,0.7,0.1,0.3,0.1,0,0.0009264,1.7
25,8,0.8,1.7,0.5,1,1,0.7,0,0.1,0.1,0.2,0.1,0,0.00078336,1.7
25,9,0.8,1.6,0.4,1,1,0.7,0,0.1,0.1,0.2,0,0,0.0010116,2.3
26,1,0.7,1.5,0.3,1,1,0.8,0,0,0,0.1,0,0,9.1642e-05,0.9
26,2,0.8,1.8,0.5,1,1,0.7,0,0,0,0.1,0,0,6.8766e-05,0.7
26,3,0.6,1.3,0.2,1,1,0.8,0,0,0.1,0.2,0,0,8.4502e-05,1
26,4,0.3,1,0.1,1,1,0.8,0,0,0,0.1,0,0,0.00018734,1.1
26,5,0.5,1.2,0.2,1,1,0.7,0,0,0,0.1,0,0,0.00014852,1
26,6,0.6,1.3,0.2,1,1,0.8,0,0,0,0.1,0,0,0.00025724,1.1
26,7,0.3,1.1,0.1,1,1,0.8,0,0,0.1,0.2,0,0,0.00026309,1.5
26,8,0.5,1.1,0.2,1,1,0.9,0,0,0,0.1,0,0,0.00013143,0.7
26,9,0.9,2.1,0.6,1,1,0.6,0,0.1,0,0.1,0,0,0.00021407,1.1
26,10,0.6,1.2,0.2,1,1,0.8,0,0,0,0.1,0,0,0.00033322,1
26,11,0.4,1.1,0.1,1,1,0.8,0,0,0,0.1,0,0,0.00010258,1.2
26,12,0.8,1.7,0.5,1,1,0.7,0,0.1,0,0.1,0,0,4.4538e-05,0.7
27,1,0.6,1.3,0.2,1,1,0.8,0,0,0,0.1,0,0,0.00015231,0.9
27,2,0.7,1.3,0.3,1,1,0.9,0,0,0,0.1,0,0,0.00019057,1
27,3,0.8,1.7,0.4,1,1,0.8,0,0,0,0.1,0,0,0.00015394,1
27,4,0.7,1.5,0.3,1,1,0.8,0,0,0,0.1,0,0,0.0001939,1
27,5,0.8,1.7,0.4,1,1,0.8,0,0,0,0.1,0,0,0.00013606,1
27,6,0.8,1.7,0.4,1,1,0.8,0,0,0,0.1,0,0,0.00017007,1
27,7,0.9,1.9,0.5,1,1,0.7,0,0,0,0.1,0,0,0.00080703,1.6
27,8,0.8,1.6,0.4,1,1,0.8,0,0,0,0.1,0,0,0.00023404,1.1
27,9,0.8,1.7,0.4,1,1,0.8,0,0,0,0.1,0,0,0.00074063,1.5
27,10,0.8,1.5,0.4,1,1,0.8,0,0,0,0.1,0,0,0.00034846,1.4
27,11,0.7,1.4,0.3,1,1,0.8,0,0,0,0.1,0,0,5.245e-05,0.6
28,1,0.9,3.3,0.7,1,1,0.5,0,0.2,0.1,0.1,0,0,0.00051238,1.3
28,2,0.9,2.9,0.7,1,1,0.5,0,0.1,0.1,0.1,0,0,0.00032166,1.4
28,3,0.9,2.7,0.6,1,1,0.6,0,0.1,0.1,0.2,0,0,0.00057453,2
28,4,0.9,2.2,0.5,1,1,0.7,0,0.1,0.1,0.2,0,0,0.00036142,1.5
28,5,0.9,2.6,0.6,1,1,0.6,0,0,0.1,0.2,0,0,0.00061603,1.7
28,6,0.9,2.7,0.6,1,1,0.6,0,0,0.1,0.2,0,0,0.00078875,2.2
28,7,0.9,2.7,0.6,1,1,0.6,0,0,0.1,0.2,0,0,0.00085264,2.1
28,8,0.9,2.7,0.6,1,1,0.6,0,0.1,0.1,0.2,0,0,0.00041076,1.6
28,9,0.9,2.2,0.6,1,1,0.7,0,0,0.1,0.2,0,0,0.0012638,2.5
28,10,0.9,2.9,0.7,1,1,0.5,0,0,0.1,0.2,0,0,0.00024357,1.2
28,11,0.9,2.1,0.5,1,1,0.7,0,0,0.1,0.2,0,0,0.0010933,2.1
28,12,0.9,3.2,0.7,1,1,0.5,0,0.1,0.1,0.2,0,0,0.00039957,1.4
29,1,0.8,2,0.5,1,1,0.7,0,0,0,0,0,0,1.1238e-05,0.2
29,2,0.8,2,0.5,1,1,0.7,0,0.1,0,0.1,0,0,4.0071e-05,0.3
29,3,0.8,2,0.5,1,1,0.7,0,0.1,0,0,0,0,8.7642e-06,0.2
29,4,0.7,1.6,0.4,1,1,0.7,0,0.1,0,0,0,0,2.9454e-05,0.4
29,5,0.8,1.9,0.5,1,1,0.7,0,0.1,0,0,0,0,1.3273e-05,0.3
29,6,0.8,1.9,0.5,1,1,0.7,0,0.1,0,0,0,0,3.7442e-05,0.3
29,7,0.8,2.1,0.5,0.9,1,0.6,0,0.3,0,0,0,0,2.9215e-05,0.3
29,8,0.8,1.9,0.5,0.9,1,0.6,0,0.3,0,0,0,0,1.5463e-05,0.3
29,9,0.8,1.8,0.5,0.9,1,0.6,0,0.2,0,0,0,0,2.9147e-05,0.4
29,10,0.8,1.9,0.5,1,1,0.6,0,0.1,0,0.1,0,0,1.6802e-05,0.3
29,11,0.8,1.9,0.5,0.9,1,0.6,0,0.3,0,0.1,0,0,1.8914e-05,0.3
29,12,0.9,2.1,0.5,1,1,0.6,0,0.1,0,0,0,0,2.6189e-05,0.3
30,1,0.5,1.2,0.3,0.9,1,0.4,0,0,0.1,0.2,0,0,0.0015453,1.9
30,2,0.5,1.2,0.3,0.9,1,0.5,0,0.1,0.1,0.2,0,0,0.0023476,2.7
30,3,0.2,1.1,0.2,0.9,1,0.5,0,0,0.1,0.2,0,0,0.0018094,2.6
30,4,0.6,1.2,0.3,0.9,1,0.5,0,0,0.1,0.1,0,0,0.00042099,1.4
30,5,0.4,1.1,0.2,0.9,1,0.5,0,0.1,0.1,0.2,0,0,0.0015026,1.9
30,6,0.5,1.2,0.3,0.9,1,0.5,0,0.1,0.1,0.1,0,0,0.00073522,1.4
30,7,0.2,1.1,0.3,0.9,1,0.5,0,0.1,0.1,0.1,0,0,0.00044001,1.4
30,8,0.5,1.2,0.2,0.9,1,0.6,0,0.1,0,0.1,0,0,0.00023865,1.1
30,9,0.3,1.1,0.3,0.9,1,0.5,0,0.1,0.1,0.2,0,0,0.0012335,2.5
30,10,0.4,1.2,0.3,0.9,1,0.5,0,0.1,0.1,0.1,0,0,0.00038216,1.5
30,11,0.4,1.2,0.3,0.9,1,0.5,0,0.1,0.1,0.1,0,0,0.00045984,1.6
30,12,0.5,1.2,0.2,0.9,1,0.6,0,0.1,0,0.1,0,0,0.0001478,0.8
31,1,1,9.5,0.9,0.8,1,0.2,0.1,1.2,0,0.1,0,0,5.216e-05,0.4
31,2,1,11,0.9,0.9,1,0.1,0.1,0.8,0,0.1,0,0,3.9298e-05,0.4
31,3,1,12,0.9,0.7,0.9,0.1,0.2,7.2,0,0.1,0,0,4.5324e-05,0.4
31,4,1,9.7,0.9,0.9,1,0.2,0,0.1,0,0.1,0,0,4.441e-05,0.5
31,5,1,12.5,0.9,0.9,1,0.2,0,0.1,0,0.1,0,0,2.9179e-05,0.3
31,6,1,10.9,0.9,0.7,0.9,0.1,0.2,4.3,0,0.1,0,0,3.6128e-05,0.4
31,7,1,9.7,0.9,0.9,0.9,0.2,0,0.4,0,0.1,0,0,4.4371e-05,0.4
31,8,1,9,0.9,0.7,0.9,0.1,0.2,6.5,0,0.1,0,0,3.4802e-05,0.4
31,9,1,9.1,0.9,0.7,0.9,0.2,0.2,5.8,0,0,0,0,6.9241e-06,0.2
31,10,1,10.1,0.9,0.8,0.9,0.2,0.1,2.7,0,0.1,0,0,1.5362e-05,0.3
31,11,1,9.2,0.9,0.8,1,0.2,0.1,0.6,0,0.1,0,0,5.5348e-05,0.4
32,1,0.9,2.1,0.5,1,1,0.7,0,0,0,0.1,0,0,0.00027608,0.9
32,2,0.9,2.1,0.5,1,1,0.6,0,0,0,0.1,0,0,0.00016093,0.7
32,3,0.9,2,0.5,1,1,0.7,0,0,0.1,0.1,0,0,0.00045928,1.1
32,4,0.9,2.3,0.6,1,1,0.6,0,0,0,0.1,0,0,0.00021043,0.7
32,5,0.9,2.2,0.5,1,1,0.6,0,0,0,0.1,0,0,0.00020409,0.8
32,6,0.9,2.1,0.5,1,1,0.7,0,0,0,0.1,0,0,0.00032291,1
32,7,0.9,2.2,0.6,1,1,0.7,0,0,0,0.1,0,0,0.00017873,0.8
32,8,0.9,2.3,0.6,1,1,0.7,0,0,0,0.1,0,0,0.00016304,0.6
32,9,0.8,1.8,0.5,1,1,0.8,0,0,0,0.1,0,0,0.0003005,0.8
32,10,0.9,2,0.5,1,1,0.7,0,0,0,0.1,0,0,6.9367e-05,0.4
32,11,0.8,1.7,0.4,1,1,0.8,0,0,0,0.1,0,0,7.0661e-05,0.4
33,1,0.7,1.5,0.3,1,1,0.7,0,0,0.1,0.2,0,0,0.00066857,1.3
33,2,0.6,1.4,0.3,1,1,0.7,0,0,0.1,0.2,0,0,0.0020084,2.3
33,3,0.8,1.7,0.4,1,1,0.8,0,0,0.1,0.1,0,0,0.00065287,1.4
33,4,0.8,1.7,0.4,1,1,0.8,0,0,0,0.1,0,0,0.00012137,0.4
33,5,0.7,1.5,0.3,1,1,0.8,0,0,0.1,0.2,0,0,0.00077178,1.5
33,6,0.8,1.9,0.5,1,1,0.7,0,0,0.1,0.1,0,0,0.00096699,1.5
33,7,0.7,1.4,0.3,1,1,0.8,0,0,0.1,0.2,0,0,0.0010143,1.5
33,8,0.7,1.5,0.4,1,1,0.8,0,0,0,0.1,0,0,0.00036093,1
33,9,0.7,1.5,0.3,1,1,0.8,0,0.1,0.1,0.2,0,0,0.00084762,1.6
33,10,0.7,1.4,0.3,1,1,0.8,0,0,0.1,0.2,0,0,0.0013911,2
33,11,0.7,1.6,0.4,1,1,0.8,0,0,0.1,0.2,0,0,0.001837,2.1
34,1,1,10.4,0.9,0.9,1,0.2,0,0.1,0,0.1,0,0,6.9318e-05,0.7
34,2,1,10,0.9,0.9,1,0.2,0,0.1,0,0.1,0,0,5.0484e-05,0.7
34,3,1,11.4,0.9,0.9,0.9,0.1,0,0.1,0,0.1,0,0,4.6487e-05,0.7
34,4,1,16.8,0.9,0.9,0.9,0.1,0,0.2,0,0.1,0,0,1.7724e-05,0.4
34,5,1,15.1,0.9,0.9,1,0.1,0,0.2,0,0.1,0,0,4.3787e-05,0.5
34,6,1,10.4,0.9,0.9,1,0.2,0,0.1,0,0.1,0,0,0.00017021,0.7
34,7,1,10.7,0.9,0.9,1,0.2,0,0.1,0,0.1,0,0,0.00013111,0.6
34,8,1,10.4,0.9,1,1,0.2,0,0,0,0.1,0,0,9.5565e-05,0.7
34,9,1,10.6,0.9,0.9,1,0.2,0,0.1,0,0.1,0,0,6.4365e-05,0.5
34,10,1,10,0.9,0.9,1,0.2,0,0.2,0,0.1,0,0,7.1555e-05,0.6
34,11,1,19,0.9,0.9,0.9,0.1,0.1,1,0,0,0,0,1.2922e-05,0.3
35,1,0.9,2.5,0.6,1,1,0.6,0,0.1,0.1,0.2,0,0,0.0010974,2.4
35,2,0.9,2.5,0.6,1,1,0.6,0,0,0.1,0.2,0,0,0.00096593,1.9
35,3,0.9,2.6,0.6,1,1,0.6,0,0.2,0.1,0.2,0,0,0.00069878,1.7
35,4,0.9,2.6,0.6,1,1,0.6,0,0,0.1,0.2,0,0,0.00064002,1.7
35,5,0.9,2.7,0.6,1,1,0.5,0,0.1,0.1,0.2,0,0,0.0014211,2
35,6,0.9,2.4,0.6,1,1,0.6,0,0.1,0.1,0.2,0,0,0.0011793,1.8
35,7,0.9,3,0.7,1,1,0.5,0,0,0.1,0.2,0,0,0.00072251,1.2
35,8,0.9,2.4,0.6,1,1,0.6,0,0,0.1,0.2,0,0,0.00084138,1.4
35,9,0.9,2.7,0.6,1,1,0.5,0,0,0.1,0.2,0,0,0.0014149,1.8
35,10,0.9,2.8,0.7,1,1,0.5,0,0,0.1,0.2,0,0,0.0013297,1.8
35,11,0.9,2.8,0.6,0.9,1,0.5,0,0.4,0,0.1,0,0,0.00018923,0.8
36,1,0.4,1.1,0.7,0.7,0.7,0.2,0.1,1.1,0.1,0.2,0,0,0.00024731,1.2
36,2,0.5,1.1,0.8,0.7,0.5,0.1,0.1,1.7,0.1,0.2,0,0,0.00058101,1.6
36,3,0.4,1,0.8,0.7,0.8,0.2,0.1,1,0.1,0.2,0,0,0.0003469,1.4
36,4,0.1,1.1,0.8,0.7,0.7,0.2,0.1,1.2,0.1,0.2,0,0,0.0014315,2
36,5,0.7,1.2,0.8,0.7,0.6,0.1,0.1,1,0.1,0.2,0,0,0.00059383,1.9
36,6,0.4,1.1,0.8,0.7,0.6,0.1,0.1,1.5,0.1,0.2,0,0,0.00082033,2
36,7,0.3,1.1,0.8,0.7,0.7,0.1,0.1,1.1,0.1,0.2,0,0,0.0015154,2.4
36,8,0.4,1,0.8,0.7,0.6,0.1,0.1,1.5,0.1,0.2,0,0,0.00045288,1.7
36,9,0.6,1.1,0.7,0.7,0.5,0.2,0.1,2.3,0.1,0.1,0,0,0.00026454,1.2
36,10,0.5,1.1,0.9,0.5,0.4,0.1,0.1,3.2,0.1,0.2,0,0,0.00032855,1.6
